Case Created On,Status,Agent,Title,Origin,Is Escalated,Subject,CSAT Label,Resolution Minutes,Severity,Is SLA Violation,CSAT,SLA Compliance Goal,Resolution Minutes Goal,CSAT Goal,Escalations Goal,Minutes to First Contact,Activities,Topic,CaseSeq,SystemUserSeq,AccountSeq,ProductSeq
12/24/2020,Closed,Molly Clark,Optional systematic local area network,Chat,FALSE,Returns,5-Very Satisfied,83,High,TRUE,5,90%,120,3.75,20%,6,1,Webcams | Returns,9619,1,1182,4
12/22/2020,Closed,Anne Weiler,Team-oriented 3rd generation customer loyalty,Chat,FALSE,Returns,5-Very Satisfied,83,High,TRUE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,9802,12,1199,9
12/3/2020,Closed,Molly Clark,Fully-configurable system-worthy extranet,Chat,FALSE,Returns,5-Very Satisfied,83,High,TRUE,5,90%,120,3.75,20%,6,1,Webcams | Returns,10806,1,1006,4
5/24/2021,Closed,Greg Winston,Open-architected fault-tolerant Graphic Interface,Chat,FALSE,Returns,5-Very Satisfied,78,High,FALSE,5,90%,120,3.75,20%,6,1,Desktops | Returns,1056,13,1028,6
5/21/2021,Closed,Anne Weiler,Synchronised non-volatile architecture,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Desktops | Returns,1170,12,1177,6
5/20/2021,Closed,Spencer Low,Cross-group object-oriented open architecture,Chat,FALSE,Returns,5-Very Satisfied,52,High,FALSE,5,90%,120,3.75,20%,6,1,All-in-One | Returns,1212,7,1097,8
5/20/2021,Closed,Spencer Low,Ergonomic clear-thinking knowledge base,Chat,FALSE,Returns,5-Very Satisfied,81,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,1228,7,1002,9
5/20/2021,Closed,Eric Gruber,Up-sized methodical artificial intelligence,Chat,FALSE,Returns,5-Very Satisfied,59,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,1252,2,1026,3
5/20/2021,Closed,Anne Weiler,Persevering zero administration Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,54,High,FALSE,5,90%,120,3.75,20%,6,1,All-in-One | Returns,1263,12,1107,8
5/19/2021,Closed,Spencer Low,Grass-roots solution-oriented secured line,Chat,FALSE,Returns,5-Very Satisfied,66,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,1282,7,1002,3
5/19/2021,Closed,Alan Steiner,Quality-focused composite infrastructure,Chat,FALSE,Returns,5-Very Satisfied,71,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,1296,10,1219,4
5/19/2021,Closed,Alan Steiner,User-friendly object-oriented middleware,Chat,FALSE,Returns,5-Very Satisfied,78,High,FALSE,5,90%,120,3.75,20%,6,1,Desktops | Returns,1307,10,1260,6
5/19/2021,Closed,Spencer Low,Re-contextualized disintermediate Graphic Interface,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,1338,7,1024,2
5/17/2021,Closed,Molly Clark,User-friendly contextually-based knowledge user,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,1452,1,1133,3
5/17/2021,Closed,Molly Clark,Centralized grid-enabled Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,63,High,FALSE,5,90%,120,3.75,20%,6,1,Scanners | Returns,1496,1,1006,5
5/14/2021,Closed,Spencer Low,Switchable didactic Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,68,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,1553,7,1007,3
5/14/2021,Closed,Molly Clark,Progressive content-based Graphic Interface,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,1588,1,1213,2
5/13/2021,Closed,Molly Clark,Centralized demand-driven implementation,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,1613,1,1070,2
5/13/2021,Closed,Alan Steiner,Vision-oriented disintermediate moderator,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,1629,10,1296,4
5/13/2021,Closed,Julian Isla,Cross-platform didactic Graphic Interface,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,1667,4,1001,2
5/12/2021,Closed,Spencer Low,Fully-configurable holistic knowledge base,Chat,FALSE,Returns,5-Very Satisfied,76,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,1722,7,1002,2
5/12/2021,Closed,Molly Clark,Distributed fault-tolerant open architecture,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,1740,1,1213,3
5/12/2021,Closed,Molly Clark,Reverse-engineered needs-based moderator,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | Returns,1748,1,1290,10
5/6/2021,Closed,Eric Gruber,User-friendly didactic Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,59,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,2018,2,1000,3
5/6/2021,Closed,Sanjay Shah,User-friendly systemic open architecture,Chat,FALSE,Returns,5-Very Satisfied,73,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,2037,8,1149,4
4/30/2021,Closed,Anne Weiler,Open-source well-modulated data-warehouse,Chat,FALSE,Returns,5-Very Satisfied,78,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,2377,12,1167,2
4/29/2021,Closed,Molly Clark,Re-contextualized eco-centric budgetary management,Chat,FALSE,Returns,5-Very Satisfied,59,High,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | Returns,2461,1,1241,1
4/28/2021,Closed,Alan Steiner,Down-sized zero administration framework,Chat,FALSE,Returns,5-Very Satisfied,67,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,2509,10,1099,2
4/26/2021,Closed,Eric Gruber,User-friendly well-modulated budgetary management,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,2644,2,1121,2
4/22/2021,Closed,Eric Gruber,Fully-configurable system-worthy extranet,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,2806,2,1141,4
4/20/2021,Closed,Anne Weiler,User-friendly value-added orchestration,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,2967,12,1090,4
4/19/2021,Closed,Sanjay Shah,Multi-channelled 4th generation infrastructure,Chat,FALSE,Returns,5-Very Satisfied,49,High,FALSE,5,90%,120,3.75,20%,6,1,Scanners | Returns,3064,8,1108,5
4/16/2021,Closed,Anne Weiler,Multi-channelled solution-oriented local area network,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | Returns,3136,12,1201,10
4/16/2021,Closed,Anne Weiler,Cross-platform methodical conglomeration,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,3160,12,1282,4
4/15/2021,Closed,Molly Clark,Enterprise-wide solution-oriented functionalities,Chat,FALSE,Returns,5-Very Satisfied,59,High,FALSE,5,90%,120,3.75,20%,6,1,Scanners | Returns,3210,1,1235,5
4/15/2021,Closed,Anne Weiler,Re-contextualized solution-oriented structure,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,3223,12,1177,2
4/15/2021,Closed,Alan Steiner,Intuitive attitude-oriented customer loyalty,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,3249,10,1277,9
4/14/2021,Closed,Julian Isla,Future-proofed intermediate knowledge base,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,3295,4,1001,9
4/14/2021,Closed,Eric Gruber,Front-line full-range artificial intelligence,Chat,FALSE,Returns,5-Very Satisfied,49,High,FALSE,5,90%,120,3.75,20%,6,1,All-in-One | Returns,3320,2,1026,8
4/14/2021,Closed,Eric Gruber,Quality-focused 4th generation utilisation,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,3323,2,1269,4
4/13/2021,Closed,Sanjay Shah,Cross-platform object-oriented orchestration,Chat,FALSE,Returns,5-Very Satisfied,67,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,3358,8,1257,4
4/13/2021,Closed,Anne Weiler,Fully-configurable multi-state open architecture,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,3379,12,1189,4
4/13/2021,Closed,Eric Gruber,Reverse-engineered bandwidth-monitored matrices,Chat,FALSE,Returns,5-Very Satisfied,49,High,FALSE,5,90%,120,3.75,20%,6,1,Scanners | Returns,3396,2,1000,5
4/13/2021,Closed,Molly Clark,Triple-buffered object-oriented superstructure,Chat,FALSE,Returns,5-Very Satisfied,61,High,FALSE,5,90%,120,3.75,20%,6,1,All-in-One | Returns,3407,1,1283,8
4/9/2021,Closed,Alan Steiner,Decentralized system-worthy budgetary management,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,3554,10,1279,2
4/8/2021,Closed,Greg Winston,Team-oriented foreground open architecture,Chat,FALSE,Returns,5-Very Satisfied,71,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,3656,13,1016,4
4/7/2021,Closed,Anne Weiler,Switchable didactic Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,68,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,3684,12,1124,3
4/2/2021,Closed,Eric Gruber,Self-enabling well-modulated internet solution,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Desktops | Returns,3951,2,1253,6
4/1/2021,Closed,Eric Gruber,Enhanced solution-oriented artificial intelligence,Chat,FALSE,Returns,5-Very Satisfied,67,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,4039,2,1041,2
3/29/2021,Closed,Anne Weiler,Reverse-engineered bandwidth-monitored matrices,Chat,FALSE,Returns,5-Very Satisfied,81,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,4283,12,1178,9
3/25/2021,Closed,Anne Weiler,Reverse-engineered bandwidth-monitored matrices,Chat,FALSE,Returns,5-Very Satisfied,66,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,4424,12,1178,3
3/25/2021,Closed,Anne Weiler,Reverse-engineered 4th generation paradigm,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,4452,12,1172,2
3/24/2021,Closed,Julian Isla,Digitized mission-critical orchestration,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,4483,4,1001,2
3/24/2021,Closed,Sanjay Shah,Multi-channelled 4th generation infrastructure,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,4503,8,1299,2
3/24/2021,Closed,Alan Steiner,Persistent context-sensitive complexity,Chat,FALSE,Returns,5-Very Satisfied,72,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,4519,10,1099,9
3/22/2021,Closed,Molly Clark,User-friendly didactic Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,73,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,4643,1,1006,3
3/22/2021,Closed,Anne Weiler,Multi-channelled solution-oriented local area network,Chat,FALSE,Returns,5-Very Satisfied,64,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,4651,12,1050,3
3/22/2021,Closed,Sanjay Shah,Face to face optimal Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,49,High,FALSE,5,90%,120,3.75,20%,6,1,All-in-One | Returns,4656,8,1108,8
3/16/2021,Closed,Anne Weiler,Self-enabling foreground Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,4980,12,1050,2
3/15/2021,Closed,Anne Weiler,Stand-alone clear-thinking superstructure,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | Returns,5087,12,1210,10
3/11/2021,Closed,Sanjay Shah,Monitored demand-driven Graphic Interface,Chat,FALSE,Returns,5-Very Satisfied,78,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,5214,8,1218,9
3/2/2021,Closed,Eric Gruber,Reverse-engineered logistical service-desk,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,5800,2,1026,9
3/1/2021,Closed,Spencer Low,Polarised actuating artificial intelligence,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,5870,7,1024,4
2/22/2021,Closed,Greg Winston,Open-architected fault-tolerant Graphic Interface,Chat,FALSE,Returns,5-Very Satisfied,72,High,FALSE,5,90%,120,3.75,20%,6,1,Desktops | Returns,6280,13,1044,6
2/22/2021,Closed,Molly Clark,User-friendly encompassing installation,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,6301,1,1241,4
2/17/2021,Closed,Anne Weiler,Future-proofed intermediate knowledge base,Chat,FALSE,Returns,5-Very Satisfied,81,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,6495,12,1178,9
2/17/2021,Closed,Anne Weiler,Self-enabling well-modulated internet solution,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Desktops | Returns,6501,12,1046,6
2/17/2021,Closed,Molly Clark,Open-architected well-modulated moratorium,Chat,FALSE,Returns,5-Very Satisfied,81,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,6512,1,1292,4
2/11/2021,Closed,Anne Weiler,Team-oriented foreground open architecture,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,6807,12,1177,4
2/11/2021,Closed,Anne Weiler,Decentralized system-worthy budgetary management,Chat,FALSE,Returns,5-Very Satisfied,78,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,6824,12,1171,2
2/11/2021,Closed,Alan Steiner,Team-oriented even-keeled process improvement,Chat,FALSE,Returns,5-Very Satisfied,59,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,6852,10,1085,3
2/10/2021,Closed,Alan Steiner,User-friendly systemic open architecture,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,6938,10,1271,4
2/8/2021,Closed,Julian Isla,Down-sized contextually-based artificial intelligence,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,7079,4,1001,2
2/3/2021,Closed,Anne Weiler,Self-enabling foreground Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,7317,12,1180,2
2/1/2021,Closed,Eric Gruber,Multi-channelled solution-oriented local area network,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | Returns,7493,2,1162,10
1/29/2021,Closed,Greg Winston,Innovative context-sensitive system engine,Chat,FALSE,Returns,5-Very Satisfied,63,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,7539,13,1028,3
1/28/2021,Closed,Sanjay Shah,Fully-configurable encompassing methodology,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | Returns,7666,8,1108,10
1/26/2021,Closed,Alan Steiner,Re-contextualized solution-oriented structure,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,7796,10,1209,2
1/22/2021,Closed,Molly Clark,Open-source well-modulated data-warehouse,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,7975,1,1233,2
1/21/2021,Closed,Sanjay Shah,Intuitive attitude-oriented customer loyalty,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,8026,8,1143,9
1/21/2021,Closed,Spencer Low,Enhanced solution-oriented artificial intelligence,Chat,FALSE,Returns,5-Very Satisfied,78,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,8053,7,1007,2
1/13/2021,Closed,Julian Isla,Multi-channelled 4th generation infrastructure,Chat,FALSE,Returns,5-Very Satisfied,76,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,8484,4,1221,2
1/13/2021,Closed,Anne Weiler,Profit-focused clear-thinking utilisation,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Stand-up Desks | Returns,8501,12,1122,10
1/12/2021,Closed,Molly Clark,Multi-channelled solution-oriented local area network,Chat,FALSE,Returns,5-Very Satisfied,67,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,8556,1,1047,3
1/8/2021,Closed,Sanjay Shah,Re-contextualized actuating internet solution,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,8725,8,1211,2
1/8/2021,Closed,Alan Steiner,Self-enabling foreground Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,8772,10,1238,2
1/7/2021,Closed,Alan Steiner,Reverse-engineered bandwidth-monitored matrices,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,8816,10,1293,9
12/31/2020,Closed,Greg Winston,Team-oriented foreground open architecture,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,9201,13,1020,4
12/31/2020,Closed,Spencer Low,Switchable didactic Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,64,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,9229,7,1114,3
12/30/2020,Closed,Alan Steiner,User-friendly systemic open architecture,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,9305,10,1286,4
12/28/2020,Closed,Sanjay Shah,Profit-focused bi-directional budgetary management,Chat,FALSE,Returns,5-Very Satisfied,72,High,FALSE,5,90%,120,3.75,20%,6,1,Desktops | Returns,9438,8,1104,6
12/28/2020,Closed,Molly Clark,Face to face systematic local area network,Chat,FALSE,Returns,5-Very Satisfied,59,High,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | Returns,9440,1,1088,1
12/25/2020,Closed,Alan Steiner,Re-contextualized intangible superstructure,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,9550,10,1271,4
12/23/2020,Closed,Molly Clark,Organized human-resource functionalities,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,9688,1,1076,4
12/22/2020,Closed,Eric Gruber,Digitized contextually-based customer loyalty,Chat,FALSE,Returns,5-Very Satisfied,49,High,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | Returns,9773,2,1137,1
12/21/2020,Closed,Sanjay Shah,Persistent context-sensitive complexity,Chat,FALSE,Returns,5-Very Satisfied,78,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,9847,8,1218,9
12/17/2020,Closed,Alan Steiner,Reverse-engineered logistical service-desk,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Returns,9994,10,1083,9
12/17/2020,Closed,Eric Gruber,User-friendly didactic Graphical User Interface,Chat,FALSE,Returns,5-Very Satisfied,59,High,FALSE,5,90%,120,3.75,20%,6,1,Laser Printers | Returns,10018,2,1130,3
12/17/2020,Closed,Molly Clark,User-friendly systemic open architecture,Chat,FALSE,Returns,5-Very Satisfied,81,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,10037,1,1049,4
12/16/2020,Closed,Molly Clark,Quality-focused multi-tasking interface,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Webcams | Returns,10095,1,1070,4
12/10/2020,Closed,Molly Clark,Down-sized contextually-based artificial intelligence,Chat,FALSE,Returns,5-Very Satisfied,79,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,10435,1,1025,2
12/9/2020,Closed,Anne Weiler,Re-contextualized eco-centric budgetary management,Chat,FALSE,Returns,5-Very Satisfied,54,High,FALSE,5,90%,120,3.75,20%,6,1,Mobile app | Returns,10461,12,1176,1
12/9/2020,Closed,Spencer Low,Down-sized zero administration framework,Chat,FALSE,Returns,5-Very Satisfied,74,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,10509,7,1114,2
12/7/2020,Closed,Eric Gruber,Multi-layered attitude-oriented customer loyalty,Chat,FALSE,Returns,5-Very Satisfied,69,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,10627,2,1162,2
12/7/2020,Closed,Spencer Low,User-friendly well-modulated budgetary management,Chat,FALSE,Returns,5-Very Satisfied,76,High,FALSE,5,90%,120,3.75,20%,6,1,Design app | Returns,10644,7,1002,2
5/25/2021,Closed,Molly Clark,Pre-emptive multi-tasking framework,Chat,FALSE,Payment Inquiry,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,1008,1,1008,8
5/19/2021,Closed,Molly Clark,Enterprise-wide responsive definition,Chat,FALSE,Payment Inquiry,5-Very Satisfied,55,Normal,FALSE,5,90%,120,3.75,20%,6,1,Scanners | Payment Inquiry,1301,1,1047,5
5/17/2021,Closed,Molly Clark,Secured bottom-line parallelism,Chat,FALSE,Payment Inquiry,5-Very Satisfied,89,Normal,TRUE,5,90%,120,3.75,20%,6,1,Stand-up Desks | Payment Inquiry,1494,1,1004,10
5/14/2021,Closed,Eric Gruber,Organic uniform customer loyalty,Chat,FALSE,Payment Inquiry,5-Very Satisfied,82,Normal,FALSE,5,90%,120,3.75,20%,6,1,Ergonomic Seating | Payment Inquiry,1562,2,1269,9
